question,pmid,adaptation,sent_id,source,target,operation
57,32791919,adaptation2,11,"Conversely, trigeminal nerve root atrophy was more severe in patients with concomitant continuous pain than in those with purely paroxysmal pain (p = 0.006).","On the contrary, patients with both the bursts and continuous pain had more atrophy ((decrease in size) of the trigeminal nerve than the patients with bursts only.",Substitution
57,32791919,adaptation2,12,"Conclusions: Our clinical and neuroimaging study found that in patients with trigeminal neuralgia, concomitant continuous pain was associated with trigeminal nerve root atrophy, therefore suggesting that this type of pain is likely related to axonal loss and abnormal activity in denervated trigeminal second-order neurons.",Clinical examination of patients with trigeminal nerve pain and their medical images show that patients who experienced continuous pain along with pain bursts lost some nerve tissues. This type of pain is related to wrong signaling in the nerve that lost tissues.,Substitution
57,32918059,adaptation2,1,Introduction: The complex nature of facial pain conditions creates a diagnostic challenge which may necessitate specialist referral.,Facial pain may be hard to recognize and a specialist might need to examine the patient.,Substitution
57,32918059,adaptation2,2,Aim: To identify the case mix presenting to a specialist tertiary care facial pain clinic.,The study's aim was to identify the mix of patient cases at a specialist facial pain clinic.,Substitution
57,32918059,adaptation2,3,Methods: A retrospective review of 112 patient records was undertaken.,We reviewed the records of 112 patients who visited the specialists at the facial pain clinic.,Explanation
57,32918059,adaptation2,4,Trends in provisional diagnoses from referrers and the correlation to diagnoses made following specialist consultation were reviewed.,We compared the reasons for specialist consultation  given by the primary doctors to the diagnoses made by the specialists.,Substitution
57,32918059,adaptation2,5,"Results: The most common provisional diagnoses recorded in referral letters were painful temporomandibular disorders, trigeminal neuralgia and persistent idiopathic facial pain (PIFP).",Most often the primary doctors thought the patients' pain was caused by problems with the  temporomandibular joints that connect the lower jaw to the skull; pain in the trigeminal nerve that sends signals about sensations in the face to the brain; and other facial pain.,Explanation
57,32918059,adaptation2,6,Over a quarter of referrals did not include a provisional diagnosis.,Over a quarter of patients referred to the cliniic had no diagnosis.,Substitution
57,32918059,adaptation2,7,"Following assessment, only one case was not given a definitive diagnosis and no patients were diagnosed with PIFP.",The specialist could not diagnose only one patient and have not diagnosed any patients with unspecified facial pain.,Substitution
57,32918059,adaptation2,8,"A causative factor was identified in all the initially queried PIFP cases, and painful post-traumatic trigeminal neuropathic pain was found in multiple patients.",The specialists found causes of all previously unspecified facial pain. Many patients had trigeminal nerve pain following an injury (Painful post-traumatic trigeminal neuropathic pain ).,Substitution
57,32918059,adaptation2,9,Conclusions: Painful post-traumatic trigeminal neuropathic pain should be considered if pain onset coincides with dental treatment or other traumatic events.,Painful post-traumatic trigeminal neuropathic pain should be considered if pain started after dental treatment or injury.,Generalization
57,32918059,adaptation2,10,PIFP is a rare facial pain diagnosis and may be over-diagnosed by dental and medical practitioners.,Unspecified facial pain is rare and may be overused by dentists and physicians.,Generalization
57,32918059,adaptation2,11,It is important to systematically exclude other causes before reaching this diagnosis.,All other causes should be excluded before diagnosis of the unspecified facial pain.,Substitution
57,32918059,adaptation2,12,"This will facilitate effective treatment, manage patient expectations and potentially reduce unnecessary referrals.",This will improve treatment and patients' expectations. It may reduce unnecessary referrals.,Substitution
57,33185371,adaptation2,1,Background: Neuropathic facial pain occurs due to pathologic dysfunctions of a nerve responsible for mediating sensory fibers to the head.,Neural facial pain is caused by the nerves that transmit sensation to the head.,Generalization
57,33185371,adaptation2,2,"Surgical interventions, in cases of failed medical therapy, include microvascular decompression, radiofrequency (RF) ablation, percutaneous balloon decompression, and stereotactic radiosurgery.","If medicines do not help, surgery may be used. Surgeries relieve compressed nerves (microvascular decompression); or shrink tissues using radio waves (radiofrequency (RF) ablation) or local radiation (stereotactic radiosurgery). Other surgeries prevent the nerve from transmitting signals (percutaneous balloon decompression.)",Explanation
57,33185371,adaptation2,3,"In this review, we focused on RF ablation as a treatment for chronic facial pain.",We discuss using radio waves (RF ablation) to treat chronic facial pain.,Generalization
57,33185371,adaptation2,4,"Objectives: The objective of this review was to summarize available evidence behind RF ablation for facial pain, including pain outcome measures, secondary outcomes, and complications.","We summarize what is known about RF ablation for facial pain, including treatment results and complications.",Generalization
57,33185371,adaptation2,10,"Results: We reviewed 44 studies and assessed their short- and long-term pain relief measurements, as well as secondary outcomes including patient satisfaction, quality of life improvements, decrease in oral medication use, and recurrence rates.","We summarize the pain relief results, patient satisfaction, quality of life, decrease in the drug use, and how often the pain returns.",Generalization
57,33185371,adaptation2,11,"Maximal pain relief was achieved in treatment groups using combined continuous radiofrequency (CRF) and pulsed radiofrequency (PRF) therapies, followed by CRF therapy alone and finally PRF therapy alone.","Combining two different types of radio wave treatments (continuous radiofrequency (CRF) and pulsed radiofrequency (PRF))reduced pain the best.  CRF treatment was second best, followed by PRF.",Substitution
57,33185371,adaptation2,12,All treatment regimens improved secondary outcomes.,"All treatments improved patient satisfaction and quality of life, and decreased drug use and return of the pain.",Explanation
57,33185371,adaptation2,13,"Common complications of treatment included facial numbness, masseter weakness, cheek hematomas, diminished corneal reflex, and dry eyes.","Common complications of the treatment included facial numbness,  weakness of facial muscles, bruised cheeks, failure to blink when the eye is touched, and dry eyes.",Explanation
57,33185371,adaptation2,16,"Conclusions: This systematic review found evidence that RF ablation is efficient in treating patients with facial pain, as well as in improving quality of life and reducing oral medication use.",We conclude that radio wave treatment (RF ablation) is efficient in treating patients with facial pain. It also improves quality of life and reduces drug use.,Substitution
57,33185371,adaptation2,17,Maximal pain control is achieved using combined CRF and PRF therapy.,Maximal pain control is achieved using combined CRF and PRF therapy.,Substitution
57,33185371,adaptation2,18,"Complications are uncommon and include facial numbness, masseter weakness, cheek hematomas, diminished corneal reflex, and dry eyes.","Complications of the treatment were not frequent and included facial numbness,  weakness of facial muscles, bruised cheeks, failure to blink when the eye is touched, and dry eyes.",Explanation
57,33853065,adaptation2,1,Introduction: Facial pain (FP) is a type of neuropathic pain which recognizes both central and peripheral causes.,Facial pain is nerve pain caused by nerves in the spinal cord and outside the spinal cord and brain.,Substitution
57,33853065,adaptation2,2,It can be difficult to treat because it can often become resistant to pharmacological treatments.,It can be difficult to treat because pain relieve drugs may stop working.,Substitution
57,33853065,adaptation2,3,"Motor Cortex Stimulation (MCS) has been used in selected cases, but the correct indications of MCS in FP have not been fully established.","Motor Cortex Stimulation (MCS), surgical stimulation of the nerves, is sometimes used, but it is not known yet when to use it for facial pain.",Substitution
57,33853065,adaptation2,4,Here we systematically reviewed the literature regarding MCS in FP analysing the results of this technique and studying the possible role of different factors in the prognosis of these patients.,We review what is known about treating patients with facial pain using MCS and the outcomes of the treatment.,Generalization
57,33853065,adaptation2,6,"Results: 111 articles were reviewed, and 12 studies were included in the present analysis for a total of 108 patients.",We found information about 108 patients.,Generalization
57,33853065,adaptation2,7,"Overall, at latest follow-up (FU), 70.83% of patients responded to MCS.",MCS helped almost three quarters of the patients.,Generalization
57,33853065,adaptation2,8,"The preoperative VAS significantly decreased at the latest FU (8.83 ± 1.17 and 4.31 ± 2.05, respectively; p < 0.0001).",The patients felt their pain was reduced almost to half of the pain they felt before surgery.,Generalization
57,33853065,adaptation2,9,Younger age (p = 0.0478) and a peripheral FP syndrome (p = 0.0006) positively affected the definitive implantation rate on univariate analysis.,The treatment was more effective in younger patients and those with pain on the side of the face.,Generalization
57,33853065,adaptation2,10,Younger age emerged as a factor strongly associated to a higher probability to go to a definitive MCS implant on multivariate analysis (p = 0.0415).,Younger patients were more likely to get MCS implanted devices,Generalization
57,33853065,adaptation2,11,Conclusion: Our results evidenced the effectiveness of MCS in treating FP.,MCS is an effective treatment for facial pain.,Generalization
57,33853065,adaptation2,12,"Moreover, the younger age emerged as a positive prognostic factor for definitive implantation.",Younger patients were more likely to get permanent implanted devices.,Generalization
57,34656508,adaptation2,1,"Post-traumatic trigeminal neuralgia (PTTN), also known as anesthesia dolorosa, is at times a debilitating affliction, but remains a condition with minimal research and without definitive treatment, specifically in the periorbital and malar regions.","Post-traumatic trigeminal neuralgia (PTTN), also known as anesthesia dolorosa, refers to the pain in the trigeminal nerve, a three-part nerve in the head that provides sensation. PTTN is a crippling pain that has no established treatments, specifically for the pain around the eyes and back teeth.",Explanation
57,34656508,adaptation2,2,Below we present a case of PTTN in a patient with historic facial trauma who has successfully achieved resolution of pain.,We describe how trigeminal nerve pain was treated in a patient who had it due to an old injury to his face.,Substitution
57,34656508,adaptation2,3,We describe diagnostic and therapeutic anesthesia blocks and ablative procedures targeting the zygomaticofacial and zygomaticotemporal nerves.,We describe surgery and treatment that blocked sensation in the facial nerves around the temples and cheek bones.,Substitution
57,34656508,adaptation2,4,We promote awareness for the procedures and the potential large impact on the oral and maxillofacial surgery community when treating those suffering from facial pain.,This treatment could be used by dental surgeons who treat patients with facial pain.,Generalization
57,34656508,adaptation2,5,"Finally, we present an algorithm that can aid surgeons in diagnosing and treating patients with PTTN.",We also describe a decision support tool for recognizing and treating PTTN.,Generalization
57,34753868,adaptation2,1,"The current understanding of ON is that it causes neuropathic pain in the distribution of the greater occipital nerve, the lesser occipital nerve, the third occipital nerve or a combination of the 3.","Occipital Neuralgia is the pain in the occipital nerves, the nerves that run from the top of the spinal cord up in the back of the head.",Generalization
57,34753868,adaptation2,2,It is currently a subset of headaches although there is some debate if ON should be its own condition.,"It is considered a type of headaches, but some doctors suggest pain in the nerves in the back of the head is a different problem.",Explanation
57,34753868,adaptation2,3,"Occipital neuralgia causes chronic, sharp, stabbing pain in the upper neck, back of the head, and behind the ears that can radiate to the front of the head.","Occipital neuralgia is a continuing, sharp, stabbing pain in the upper neck, back of the head, and behind the ears. It can also extend to the front of the head.",Substitution
57,34753868,adaptation2,4,"Diagnosis is typically clinical and patients present with intermittent, painful episodes associated with the occipital region and the nerves described above.",The doctors decide the patients have the disease if the pain in the back of the patients' heads comes and goes.,Substitution
57,34753868,adaptation2,5,"Most cases are unilateral pain, however bilateral pain can be present and the pain can radiate to the frontal region and face.","Most patients have pain on one side of their head, but the pain could also be on both sides and extend to the front of the head and face.",Explanation
57,34753868,adaptation2,6,Physical examination is the first step in management of this disease and patients may demonstrate tenderness over the greater occipital and lesser occipital nerves.,"When the doctors examine the patients, the patients' skin over the nerves in the back of the head  may be tender.",Substitution
57,34753868,adaptation2,7,Anesthetics like 1% to 2% lidocaine or 0.25% to 0.5% bupivacaine can be used to block these nerves and anti-inflammatory drugs like corticosteroids can be used in combination to prevent compressive symptoms.,"Drugs like lidocaine can block the feeling of pain in these nerves. Drugs that reduce inflammation, such as steroids may be added to keep the signs from happening.",Substitution
57,34753868,adaptation2,8,Other treatments like botulinum toxin and radiofrequency ablation have shown promise and require more research.,Other treatments like botulinum toxin that blocks the nerve signals and radiofrequency ablation that uses radio waves to shrink tissues may be promising but need to be studied more.,Explanation
57,34753868,adaptation2,9,Surgical decompression through resection of the obliquus capitis inferior is the definitive treatment however there are significant risks associated with this procedure.,"Surgeons may permanently relieve the pressure on the nerve by removing a small muscle between the neck vertebra at the base of the head, but this treatment is risky.",Explanation
59,34370971,adaptation2,1,Background: Use of heterologous prime-boost COVID-19 vaccine schedules could facilitate mass COVID-19 immunisation.,Boosters that are not of the same type as the first COVID-19 vaccine can make global COVID-19 immunization easier.,Explanation
59,34370971,adaptation2,2,"However, we have previously reported that heterologous schedules incorporating an adenoviral vectored vaccine (ChAdOx1 nCoV-19, AstraZeneca; hereafter referred to as ChAd) and an mRNA vaccine (BNT162b2, Pfizer-BioNTech; hereafter referred to as BNT) at a 4-week interval are more reactogenic than homologous schedules.","However, we know that getting AstraZeneca and Pfizer 4 weeks apart causes more side effects than getting the same vaccine.",Generalization
59,34370971,adaptation2,3,"Here, we report the safety and immunogenicity of heterologous schedules with the ChAd and BNT vaccines.",We report the safety and protective strength of different ways to combine AstraZeneca and Pfizer vaccines.,Substitution
59,34370971,adaptation2,5,Adults aged 50 years and older with no or well controlled comorbidities and no previous SARS-CoV-2 infection by laboratory confirmation were eligible and were recruited at eight sites across the UK.,Healthy adults aged 50 years and older that did not have COVID-19 participated in a clinical trial.,Generalization
59,34370971,adaptation2,6,"The majority of eligible participants were enrolled into the general cohort (28-day or 84-day prime-boost intervals), who were randomly assigned (1:1:1:1:1:1:1:1) to receive ChAd/ChAd, ChAd/BNT, BNT/BNT, or BNT/ChAd, administered at either 28-day or 84-day prime-boost intervals.",Most participants got two doses of AstraZeneca or Pfizer or a combination of Pfizer/AstraZeneca or AstraZeneca/Pfizer 28 or 84 days apart.,Generalization
59,34370971,adaptation2,7,"A small subset of eligible participants (n=100) were enrolled into an immunology cohort, who had additional blood tests to evaluate immune responses; these participants were randomly assigned (1:1:1:1) to the four schedules (28-day interval only).",100 of the participants that had the vaccines 28 days apart was checked for the protective chemicals in the blood more often.,Generalization
59,34370971,adaptation2,8,Participants were masked to the vaccine received but not to the prime-boost interval.,Participants did not know which vaccines they got.,Generalization
59,34370971,adaptation2,9,"The primary endpoint was the geometric mean ratio (GMR) of serum SARS-CoV-2 anti-spike IgG concentration (measured by ELISA) at 28 days after boost, when comparing ChAd/BNT with ChAd/ChAd, and BNT/ChAd with BNT/BNT.","28 days after boost, chemicals that fight the SARS-CoV-2 virus were measured in patients' blood.",Generalization
59,34370971,adaptation2,10,The heterologous schedules were considered non-inferior to the approved homologous schedules if the lower limit of the one-sided 97·5% CI of the GMR of these comparisons was greater than 0·63.,Different-vaccine boosters were considered to be as good as the same-vaccine if the increase in the protective chemicals after the booster was the same or higher for the different vaccines.,Substitution
59,34370971,adaptation2,11,"The primary analysis was done in the per-protocol population, who were seronegative at baseline.",Protection against COVID-19 was measured in all participants.,Generalization
59,34370971,adaptation2,12,Safety analyses were done among participants receiving at least one dose of a study vaccine.,Safety of the vaccine was measured among participants that had at least one dose of the vaccine.,Substitution
59,34370971,adaptation2,14,"Findings: Between Feb 11 and Feb 26, 2021, 830 participants were enrolled and randomised, including 463 participants with a 28-day prime-boost interval, for whom results are reported here.","For 463 participants with 28 days between the first vaccine and the booster, the results are reported here.",Generalization
59,34370971,adaptation2,15,"The mean age of participants was 57·8 years (SD 4·7), with 212 (46%) female participants and 117 (25%) from ethnic minorities.",The participants were 54 to 65 years old. About half (212) were women and a quarter (117) were from ethnic minorities.,Substitution
59,34370971,adaptation2,16,"At day 28 post boost, the geometric mean concentration of SARS-CoV-2 anti-spike IgG in ChAd/BNT recipients (12 906 ELU/mL) was non-inferior to that in ChAd/ChAd recipients (1392 ELU/mL), with a GMR of 9·2 (one-sided 97·5% CI 7·5 to ∞).","28 days after the booster, in people who got boosted with Pfizer after AstraZeneca, protection against the SARS-CoV-2 virus was not worse than in those who got the same AstraZeneca booster.",Generalization
59,34370971,adaptation2,17,"In participants primed with BNT, we did not show non-inferiority of the heterologous schedule (BNT/ChAd, 7133 ELU/mL) against the homologous schedule (BNT/BNT, 14 080 ELU/mL), with a GMR of 0·51 (one-sided 97·5% CI 0·43 to ∞).",Boosting with AstraZeneca after Pfizer was not as good as getting the second dose of the same Pfizer vaccine.,Generalization
59,34370971,adaptation2,18,"Four serious adverse events occurred across all groups, none of which were considered to be related to immunisation.",Four people had serious health problems during the trial. The problems were not related to getting the vaccines.,Substitution
59,34370971,adaptation2,19,"Interpretation: Despite the BNT/ChAd regimen not meeting non-inferiority criteria, the SARS-CoV-2 anti-spike IgG concentrations of both heterologous schedules were higher than that of a licensed vaccine schedule (ChAd/ChAd) with proven efficacy against COVID-19 disease and hospitalisation.","Although getting AstraZeneca after Pfizer was not as good as getting only Pfizer or Pfizer after AstraZeneca, there were still more protective chemicals against SARS-CoV-2 in the blood compared to getting only AstraZeneca. Getting only AstraZeneca is known to protect against COVID-19 and hospitalization.",Explanation
59,34370971,adaptation2,20,"Along with the higher immunogenicity of ChAd/BNT compared with ChAD/ChAd, these data support flexibility in the use of heterologous prime-boost vaccination using ChAd and BNT COVID-19 vaccines.",This trial supports using boosters that are not the same as the first COVID-19 vaccine.,Generalization
59,34671773,adaptation2,1,"Background: While Coronavirus disease 2019 (Covid-19) vaccines are highly effective, breakthrough infections are occurring.","Coronavirus disease 2019 vaccines protect against Covid-19 well, but some vaccinated people may get sick, which is called breakthrough infections.",Explanation
59,34671773,adaptation2,2,Booster vaccinations have recently received emergency use authorization (EUA) for certain populations but are restricted to homologous mRNA vaccines.,Boosters with the same Pfizer or Moderna vaccines are approved as an emergency measure for some people.,Substitution
59,34671773,adaptation2,3,We evaluated homologous and heterologous booster vaccination in persons who had received an EUA Covid-19 vaccine regimen.,We evaluated boosters with the same and different vaccines in people who got the emergency Covid-19 vaccination.,Substitution
59,34671773,adaptation2,4,"Methods: In this phase 1/2 open-label clinical trial conducted at ten U.S. sites, adults who received one of three EUA Covid-19 vaccines at least 12 weeks prior to enrollment and had no reported history of SARS-CoV-2 infection received a booster injection with one of three vaccines (Moderna mRNA-1273 100-μg, Janssen Ad26.COV2.S 5×10 10 virus particles, or Pfizer-BioNTech BNT162b2 30-μg; nine combinations).","In this clinical trial, adults in ten U.S. locations got Moderna, Janssen or Pfizer boosters at least 12 weeks after getting the first vaccine.",Generalization
59,34671773,adaptation2,5,"The primary outcomes were safety, reactogenicity, and humoral immunogenicity on study days 15 and 29.",We evaluated the vaccine safety and protection against COVID-19 on study days 15 and 29.,Substitution
59,34671773,adaptation2,6,"Results: 458 individuals were enrolled: 154 received mRNA-1273, 150 received Ad26.CoV2.S, and 153 received BNT162b2 booster vaccines.","Out of 458 people, 154 got Moderna, 150 got Janssen and 153 got Pfizer boosters.",Substitution
59,34671773,adaptation2,7,Reactogenicity was similar to that reported for the primary series.,Adverse reactions to the booster were similar to those reported for the first vaccine.,Explanation
59,34671773,adaptation2,8,"Injection site pain, malaise, headache, and myalgia occurred in more than half the participants.","More than half of the participants had pain at the injection site, overall weakness, headache, and muscle pains.",Explanation
59,34671773,adaptation2,9,Booster vaccines increased the neutralizing activity against a D614G pseudovirus (4.2-76-fold) and binding antibody titers (4.6-56-fold) for all combinations; homologous boost increased neutralizing antibody titers 4.2-20-fold whereas heterologous boost increased titers 6.2-76-fold.,Boosters with the same and different vaccines increased protection against the virus. The increase in protection after a different booster was higher.,Generalization
59,34671773,adaptation2,11,Conclusion: Homologous and heterologous booster vaccinations were well-tolerated and immunogenic in adults who completed a primary Covid-19 vaccine regimen at least 12 weeks earlier.,Boosters with the same and different vaccines were well-tolerated and increased protection against COVID-19 in adults who had the first vaccine at least 12 weeks earlier.,Substitution
59,34883053,adaptation2,1,"Background: Given the importance of flexible use of different COVID-19 vaccines within the same schedule to facilitate rapid deployment, we studied mixed priming schedules incorporating an adenoviral-vectored vaccine (ChAdOx1 nCoV-19 [ChAd], AstraZeneca), two mRNA vaccines (BNT162b2 [BNT], Pfizer-BioNTech, and mRNA-1273 [m1273], Moderna) and a nanoparticle vaccine containing SARS-CoV-2 spike glycoprotein and Matrix-M adjuvant (NVX-CoV2373 [NVX], Novavax).","It is important to have flexibility in using different COVID-19 vaccines for additional doses. We studied mixing AstraZeneca, Pfizer, Moderna and Novavax, which work differently.",Generalization
59,34883053,adaptation2,2,"Methods: Com-COV2 is a single-blind, randomised, non-inferiority trial in which adults aged 50 years and older, previously immunised with a single dose of ChAd or BNT in the community, were randomly assigned (in random blocks of three and six) within these cohorts in a 1:1:1 ratio to receive a second dose intramuscularly (8-12 weeks after the first dose) with the homologous vaccine, m1273, or NVX.","In this clinical trial, adults aged 50 years and older who received the first dose of AstraZeneca or Pfizer vaccine got a second dose of the same vaccine or Moderna or Novavax 8-12 weeks after the first dose.",Generalization
59,34883053,adaptation2,3,"The primary endpoint was the geometric mean ratio (GMR) of serum SARS-CoV-2 anti-spike IgG concentrations measured by ELISA in heterologous versus homologous schedules at 28 days after the second dose, with a non-inferiority criterion of the GMR above 0·63 for the one-sided 98·75% CI.","28 days after the second dose, chemicals the body produces to protect itself against COVID-19 were measured in the blood.",Generalization
59,34883053,adaptation2,4,"The primary analysis was on the per-protocol population, who were seronegative at baseline.",These people did not have these chemicals before the study.,Generalization
59,34883053,adaptation2,5,Safety analyses were done for all participants who received a dose of study vaccine.,We also studied safety of the vaccines.,Generalization
59,34883053,adaptation2,7,"Findings: Between April 19 and May 14, 2021, 1072 participants were enrolled at a median of 9·4 weeks after receipt of a single dose of ChAd (n=540, 47% female) or BNT (n=532, 40% female).",1072 people participated in the study 9.4 weeks after getting the first vaccine. 540 people got the first dose of AstraZeneca and 532 got Pfizer. There were somewhat more men than women in both groups.,Substitution
59,34883053,adaptation2,8,"In ChAd-primed participants, geometric mean concentration (GMC) 28 days after a boost of SARS-CoV-2 anti-spike IgG in recipients of ChAd/m1273 (20 114 ELISA laboratory units [ELU]/mL [95% CI 18 160 to 22 279]) and ChAd/NVX (5597 ELU/mL [4756 to 6586]) was non-inferior to that of ChAd/ChAd recipients (1971 ELU/mL [1718 to 2262]) with a GMR of 10·2 (one-sided 98·75% CI 8·4 to ∞) for ChAd/m1273 and 2·8 (2·2 to ∞) for ChAd/NVX, compared with ChAd/ChAd.","28 days after the boosters, all people who had the first AstraZeneca vaccine had an increased number of chemicals against COVID-19 in their blood for all boosters.",Generalization
59,34883053,adaptation2,9,"In BNT-primed participants, non-inferiority was shown for BNT/m1273 (GMC 22 978 ELU/mL [95% CI 20 597 to 25 636]) but not for BNT/NVX (8874 ELU/mL [7391 to 10 654]), compared with BNT/BNT (16 929 ELU/mL [15 025 to 19 075]) with a GMR of 1·3 (one-sided 98·75% CI 1·1 to ∞) for BNT/m1273 and 0·5 (0·4 to ∞) for BNT/NVX, compared with BNT/BNT; however, NVX still induced an 18-fold rise in GMC 28 days after vaccination.","In people who had the Pfizer vaccine first, getting a Pfizer or Moderna booster increased the chemicals the most. Novavax also increased the amount of anti-COVID-19 chemicals, but not as much as the other boosters.",Generalization
59,34883053,adaptation2,10,"There were 15 serious adverse events, none considered related to immunisation.","15 people had serious problems, but the problems were not caused by the vaccine.",Explanation
59,34883053,adaptation2,11,"Interpretation: Heterologous second dosing with m1273, but not NVX, increased transient systemic reactogenicity compared with homologous schedules.",Getting a Moderna dose after AstraZeneca or Pfizer first vaccines temporarily increased protection against COVID-19 more than getting the same second vaccine. Novavax did not work the same way.,Explanation
59,34883053,adaptation2,12,"Multiple vaccines are appropriate to complete primary immunisation following priming with BNT or ChAd, facilitating rapid vaccine deployment globally and supporting recognition of such schedules for vaccine certification.",Many vaccines can be used as the second dose after getting the first dose of AstraZeneca or Pfizer. This should help distributing vaccines around the world.,Substitution
59,34918097,adaptation2,1,"Rationale for review: Heterologous prime-boost doses of COVID-19 vaccines ('mix-and-match' approach) are being studied to test for the effectiveness of Oxford (AZD1222), Pfizer (BNT162b2), Moderna (mRNA-1273) and Novavax (NVX-CoV2373) vaccines for COVID in 'Com-Cov2 trial' in UK, and that of Oxford and Pfizer vaccines in 'CombivacS trial' in Spain.","‘Mix-and-match’ boosters against COVID-19 are being studied in UK and Spain using Oxford, Pfizer, Moderna and Novavax vaccines.",Generalization
59,34918097,adaptation2,2,"Later, other heterologous combinatios of CoronaVac (DB15806), Janssen (JNJ-78436735), CanSino (AD5-nCOV), and other were also being trialed to explore their effectiveness.","Other combinations of CoronaVac, Janssen, and CanSino are also being tested.",Generalization
59,34918097,adaptation2,3,"Previously, such a strategy was deployed for HIV, Ebola virus, malaria, tuberculosis, influenza, and hepatitis B to develop the artificial acquired active immunity.",The ‘mix-and-match’ strategy has been used before to develop body protection against other diseases.,Generalization
59,34918097,adaptation2,4,The present review explores the science behind such an approach for candidate COVID-19 vaccines developed using eleven different platforms approved by the World Health Organization.,We will try to understand why this approach might work for COVID-19.,Generalization
59,34918097,adaptation2,5,"Key findings: The candidate vaccines' pharmaceutical parameters (e.g. platforms, number needed to vaccinate and intervals, adjuvanted status, excipients and preservatives added, efficacy and effectiveness, vaccine adverse events, and boosters), and clinical aspects must be analysed for the mix-and-match approach.","To study the mix-and-match approach, we look at how the different vaccines work, the chemicals in the vaccines and their side effects.",Generalization
59,34918097,adaptation2,6,"Heterologous prime-boost trials showed safety, effectiveness, higher systemic reactogenicity, well tolerability with improved immunogenicity, and flexibility profiles for future vaccinations, especially during acute and global shortages, compared to the homologous counterparts.","The mix-and-match strategy is safe, improves body protection and allows to deal with vaccine shortages.",Generalization
59,35057798,adaptation2,1,"Background: The humoral immune response after primary immunisation with a SARS-CoV-2 vector vaccine (AstraZeneca AZD1222, ChAdOx1 nCoV-19, Vaxzevria) followed by an mRNA vaccine boost (Pfizer/BioNTech, BNT162b2; Moderna, m-1273) was examined and compared with the antibody response after homologous vaccination schemes (AZD1222/AZD1222 or BNT162b2/BNT162b2).",We studied how the immune system responds to Pfizer or Moderna booster after AstraZeneca COVID-19 vaccination. We compared these cross-vaccine boosters to using the same boosters as the original vaccine: AstraZeneca or Pfizer.,Generalization
59,35057798,adaptation2,2,"Methods: Sera from 59 vaccinees were tested for anti-SARS-CoV-2 immunoglobulin G (IgG) and virus-neutralising antibodies (VNA) with three IgG assays based on (parts of) the SARS-CoV-2 spike (S)-protein as antigen, an IgG immunoblot (additionally contains the SARS-CoV-2 nucleoprotein (NP) as an antigen), a surrogate neutralisation test (sVNT), and a Vero-cell-based virus-neutralisation test (cVNT) with the B.1.1.7 variant of concern (VOC; alpha) as antigen.",We tested the blood of 59 vaccinated people for its ability to neutralize the SARS-CoV-2 virus  and for the  chemicals the body produced to fight the virus.,Generalization
59,35057798,adaptation2,3,"Investigation was done before and after heterologous (n = 30 and 42) or homologous booster vaccination (AZD1222/AZD1222, n = 8/9; BNT162b2/BNT162b2, n = 8/8).",The blood was tested before and after the booster vaccine was given.,Generalization
59,35057798,adaptation2,6,"Results: After the first vaccination, the prevalence of IgG directed against the (trimeric) SARS-CoV-2 S-protein and its receptor binding domain (RBD) varied from 55-95% (AZD1222) to 100% (BNT162b2), depending on the vaccine regimen and the SARS-CoV-2 antigen used.","After the first vaccine, chemicals against the parts of the virus that damage human cells ranged from 55-95% for AstraZeneca to 100% for Pfizer.",Generalization
59,35057798,adaptation2,7,"The booster vaccination resulted in 100% seroconversion and the occurrence of highly avid IgG, which is directed against the S-protein subunit 1 and the RBD, as well as VNA against VOC B.1.1.7, while anti-NP IgGs were not detected.","After the boosters, the blood developed highly effective chemicals that block the parts of the virus that damage human cells.",Generalization
59,35057798,adaptation2,11,The anti-SARS-CoV-2 IgG concentrations and the B.1.1.7-neutralising titres were significantly higher after heterologous vaccination compared to the homologous AZD1222 scheme.,Vaccination with different boosters caused the blood to produce more anti-COVID-19 chemicals that boosting with the same AstraZeneca vaccine.,Substitution
59,35057798,adaptation2,13,Conclusions: Heterologous SARS-CoV-2 vaccination leads to a strong antibody response with anti-SARS-CoV-2 IgG concentrations and VNA titres at a level comparable to that of a homologous BNT162b2 vaccination scheme.,Boosting with different vaccines strongly protects against COVID-19 at about the same level as boosting with the same original Pfizer vaccine.,Generalization
59,35057798,adaptation2,14,"Irrespective of the chosen immunisation regime, highly avid IgG antibodies can be detected just 2 weeks after the second vaccine dose indicating the development of a robust humoral immunity.",All vaccines caused the blood to develop strong protection 2 weeks after the second vaccine dose.,Generalization
59,35057798,adaptation2,15,The reduction in the VNA titre against VOC B.1.617.2 observed in the subgroup of 26 individuals is remarkable and confirms the immune escape of the delta variant.,The protection against the delta variant of COVID-19 was not as strong in the 26 people in whom it was measured.,Generalization
59,35081293,adaptation2,1,"Background: Although the three vaccines against coronavirus disease 2019 (Covid-19) that have received emergency use authorization in the United States are highly effective, breakthrough infections are occurring.","The three vaccines against coronavirus disease 2019 (Covid-19) work well and fewer vaccinated people get sick. Breakthrough infections still sometimes happen, which means vaccinated people may get sick.",Substitution
59,35081293,adaptation2,2,Data are needed on the serial use of homologous boosters (same as the primary vaccine) and heterologous boosters (different from the primary vaccine) in fully vaccinated recipients.,We need data on the use of the same booster and boosters that are different from the primary vaccine in fully vaccinated people.,Substitution
